fold_id,train_runs,validation_run,test_run
63,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1']",29000291038_attempt1,29075660007_attempt1
64,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1']",29075660007_attempt1,29144058049_attempt1
65,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1']",29144058049_attempt1,29183942155_attempt1
66,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1']",29183942155_attempt1,29231728767_attempt1
67,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1']",29231728767_attempt1,29314482071_attempt1
68,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1']",29314482071_attempt1,29397534768_attempt1
69,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1']",29397534768_attempt1,29480427148_attempt1
70,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1']",29480427148_attempt1,29563821720_attempt1
71,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1']",29563821720_attempt1,29636284636_attempt1
72,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1']",29636284636_attempt1,29678766108_attempt1
73,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1']",29678766108_attempt1,29726104371_attempt1
74,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1', '29678766108_attempt1']",29726104371_attempt1,29812544557_attempt1
75,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1', '29678766108_attempt1', '29726104371_attempt1']",29812544557_attempt1,29902589491_attempt1
76,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1', '29678766108_attempt1', '29726104371_attempt1', '29812544557_attempt1']",29902589491_attempt1,29990397142_attempt1
77,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1', '29678766108_attempt1', '29726104371_attempt1', '29812544557_attempt1', '29902589491_attempt1']",29990397142_attempt1,30078303224_attempt1
78,"['24949259015_attempt1', '24952032748_attempt1', '24986940107_attempt1', '25044896828_attempt1', '25100490855_attempt1', '25157440693_attempt1', '25208977834_attempt1', '25247789591_attempt1', '25274678535_attempt1', '25311264469_attempt1', '25367630341_attempt1', '25427145257_attempt1', '25487949887_attempt1', '25545252940_attempt1', '25596809734_attempt1', '25624592440_attempt1', '25665168591_attempt1', '25791429807_attempt1', '25852951350_attempt1', '25911485679_attempt1', '25957739510_attempt1', '25986690554_attempt1', '26029755017_attempt1', '26091905404_attempt1', '26156603287_attempt1', '26221008452_attempt1', '26357456273_attempt1', '26709070227_attempt1', '26709294970_attempt1', '26755468029_attempt1', '26832707302_attempt1', '26944523023_attempt1', '27008365180_attempt1', '27059341408_attempt1', '27089462916_attempt1', '27130700451_attempt1', '27199408085_attempt1', '27269618919_attempt1', '27340390720_attempt1', '27410119221_attempt1', '27464308599_attempt1', '27496226714_attempt1', '27540844174_attempt1', '27612222130_attempt1', '27683808024_attempt1', '27754758156_attempt1', '27821835753_attempt1', '27869277828_attempt1', '27902430728_attempt1', '27948683312_attempt1', '28022420503_attempt1', '28095005508_attempt1', '28166886036_attempt1', '28235383560_attempt1', '28288053257_attempt1', '28321073325_attempt1', '28369678027_attempt1', '28442123818_attempt1', '28515647330_attempt1', '28588281394_attempt1', '28659365605_attempt1', '28705739897_attempt1', '28740396418_attempt1', '28847404575_attempt1', '28923778969_attempt1', '29000291038_attempt1', '29075660007_attempt1', '29144058049_attempt1', '29183942155_attempt1', '29231728767_attempt1', '29314482071_attempt1', '29397534768_attempt1', '29480427148_attempt1', '29563821720_attempt1', '29636284636_attempt1', '29678766108_attempt1', '29726104371_attempt1', '29812544557_attempt1', '29902589491_attempt1', '29990397142_attempt1']",30078303224_attempt1,30837944463_attempt1
