slug,window_text,first_quote_ts,close_ts_utc,quote_count_total,quote_count_first2m,target_price,price_after_2m,final_price_last,btc_move_2m,btc_return_bps_2m,mid_up_prob_open,mid_up_prob_2m,mid_up_prob_change_2m,buy_up_price_2m,buy_down_price_2m,buy_up_size_2m,buy_down_size_2m,sell_up_size_2m,sell_down_size_2m,size_imbalance_updown_2m,depth_imbalance_updown_2m,spread_up_median_first2m,spread_down_median_first2m,overround_median_first2m,trade_count_sum_first2m,trade_volume_sum_first2m,outcome_up,realized_pnl_buy_up_from_2m,realized_pnl_buy_down_from_2m
btc-updown-5m-1777227000,02:10-02:15,2026-04-26 18:10:02+00:00,2026-04-26 18:10:00+00:00,128,52,78109.91,78045.7,78126.35,-64.2100000000064,-8.220467799797285,0.445,0.135,-0.31,0.14,0.87,148.05,368.17,57.76,158.05,-0.4264073457053194,0.02003851836069894,1.0,1.0,0.0,,,1.0,0.85,-0.88
btc-updown-5m-1777227300,02:15-02:20,2026-04-26 18:15:02+00:00,2026-04-26 18:15:00+00:00,126,50,78124.69,78153.74,78221.45,29.05000000000291,3.718414754670119,0.465,0.655,0.19,0.66,0.35,337.8,22.06,22.06,351.57,0.8773967654087701,-0.003494390564824958,1.0,1.0,0.0,,,1.0,0.32999999999999996,-0.36
btc-updown-5m-1777227600,02:20-02:25,2026-04-26 18:20:01+00:00,2026-04-26 18:20:00+00:00,128,52,78221.44,78264.08,78232.07,42.63999999999942,5.451190875545045,0.425,0.665,0.24000000000000005,0.67,0.34,210.44,266.45,231.98,157.68,-0.11744846820021387,-0.05131266329972841,1.0,1.0,0.0,,,1.0,0.31999999999999995,-0.35000000000000003
btc-updown-5m-1777227900,02:25-02:30,2026-04-26 18:25:01+00:00,2026-04-26 18:25:00+00:00,126,50,78233.56,78196.18,78202.03,-37.38000000000466,-4.778000643202822,0.445,0.165,-0.28,0.17,0.84,57.38,301.68,323.68,57.38,-0.6803876789394531,0.036118688257098824,1.0,1.0,0.0,,,0.0,-0.18000000000000002,0.15000000000000002
btc-updown-5m-1777228200,02:30-02:35,2026-04-26 18:30:02+00:00,2026-04-26 18:30:00+00:00,125,49,,78231.14,78163.97,,,0.485,0.755,0.27,0.76,0.25,391.59,44.98,44.98,500.52,0.7939391162929197,-0.009092764657182265,1.0,1.0,0.0,,,,,
btc-updown-5m-1777228500,02:35-02:40,2026-04-26 18:35:01+00:00,2026-04-26 18:35:00+00:00,128,51,78157.88,78172.56,78182.08,14.679999999993015,1.8782495123963208,0.495,0.635,0.14,0.64,0.37,480.22,48.65,48.65,472.22,0.8160228411518899,0.07889535676377944,1.0,1.0,0.0,,,1.0,0.35,-0.38
btc-updown-5m-1777228800,02:40-02:45,2026-04-26 18:40:01+00:00,2026-04-26 18:40:00+00:00,128,52,78182.09,78179.81,78230.03,-2.279999999998836,-0.29162689306449036,0.475,0.495,0.020000000000000018,0.5,0.51,288.4,128.21,123.21,293.4,0.38450829312786533,-0.016701304286637644,1.0,1.0,0.0,,,1.0,0.49,-0.52
btc-updown-5m-1777229100,02:45-02:50,2026-04-26 18:45:01+00:00,2026-04-26 18:45:00+00:00,125,49,78230.02,78257.45,78265.25,27.429999999993015,3.5063265994298622,0.44,0.655,0.21500000000000002,0.66,0.35,235.36,417.26,410.27,213.84,-0.27872268701541475,0.03406475579558441,1.0,1.0,0.0,,,1.0,0.32999999999999996,-0.36
btc-updown-5m-1777229400,02:50-02:55,2026-04-26 18:50:02+00:00,2026-04-26 18:50:00+00:00,127,52,,78257.54,78286.71,,,0.465,0.405,-0.06,0.41,0.6,204.91,222.0,156.5,101.87,-0.04003185683165071,-0.018167207397466825,1.0,1.0,0.0,,,,,
btc-updown-5m-1777229700,02:55-03:00,2026-04-26 18:55:01+00:00,2026-04-26 18:55:00+00:00,125,50,78286.71,78290.33,78299.9,3.6199999999953434,0.4624028778314152,0.455,0.495,0.03999999999999998,0.5,0.51,342.1,1.01,5.43,405.45,0.9941126752353473,0.011430724206212519,1.0,1.0,0.0,,,1.0,0.49,-0.52
btc-updown-5m-1777230000,03:00-03:05,2026-04-26 19:00:02+00:00,2026-04-26 19:00:00+00:00,129,52,78325.0,78252.55,78230.71,-72.44999999999709,-9.249920204276679,0.475,0.125,-0.35,0.13,0.88,85.41,221.9,192.36,37.1,-0.4441443493540725,0.05656246625448705,1.0,1.0,0.0,,,0.0,-0.14,0.11
btc-updown-5m-1777230300,03:05-03:10,2026-04-26 19:05:02+00:00,2026-04-26 19:05:00+00:00,126,51,,78248.75,78313.29,,,0.495,0.665,0.17000000000000004,0.67,0.34,303.18,127.62,132.62,403.18,0.4075208913649025,0.07021624379461032,1.0,1.0,0.0,,,,,
btc-updown-5m-1777230600,03:10-03:15,2026-04-26 19:10:02+00:00,2026-04-26 19:10:00+00:00,127,52,78313.29,78357.11,78415.21,43.820000000006985,5.595474280292271,0.465,0.775,0.31,0.78,0.23,265.2,176.78,139.06,185.4,0.20005430109959724,-0.05902219288625845,1.0,1.0,0.0,,,1.0,0.20999999999999996,-0.24000000000000002
btc-updown-5m-1777230900,03:15-03:20,2026-04-26 19:15:02+00:00,2026-04-26 19:15:00+00:00,126,52,78420.11,78488.0,78414.77,67.88999999999942,8.657218154883921,0.46,0.865,0.40499999999999997,0.87,0.14,15.2,193.16,308.65,15.2,-0.8540986753695528,-0.050233020860684215,1.0,1.0,0.0,,,0.0,-0.88,0.85
btc-updown-5m-1777231200,03:20-03:25,2026-04-26 19:20:02+00:00,2026-04-26 19:20:00+00:00,125,50,78418.23,78414.97,78250.0,-3.2599999999947613,-0.4157196611036441,0.485,0.425,-0.06,0.43,0.58,111.51,248.41,250.14,64.99,-0.3803623027339408,-0.03779919081138607,1.0,1.0,0.0,,,0.0,-0.44,0.41000000000000003
btc-updown-5m-1777231500,03:25-03:30,2026-04-26 19:25:02+00:00,2026-04-26 19:25:00+00:00,128,52,78248.01,78197.22,78222.05,-50.7899999999936,-6.490899896367154,0.525,0.255,-0.27,0.26,0.75,9.99,10.91,12.25,57.99,-0.04401913875598086,-0.038860196757456326,1.0,1.0,0.0,,,0.0,-0.27,0.24
btc-updown-5m-1777231800,03:30-03:35,2026-04-26 19:30:02+00:00,2026-04-26 19:30:00+00:00,128,52,,78188.9,78172.23,,,0.515,0.36,-0.15500000000000003,0.37,0.65,10.0,6.92,56.31,26.74,0.18203309692671393,0.10472817337774762,1.0,1.0,0.0,,,,,
btc-updown-5m-1777232100,03:35-03:40,2026-04-26 19:35:01+00:00,2026-04-26 19:35:00+00:00,128,51,78177.31,78210.51,78122.4,33.19999999999709,4.246756507738254,0.545,0.705,0.15999999999999992,0.71,0.3,316.59,98.33,198.33,686.65,0.5260291140460812,-0.006817134147581899,1.0,1.0,0.0,,,0.0,-0.72,0.69
btc-updown-5m-1777232400,03:40-03:45,2026-04-26 19:40:02+00:00,2026-04-26 19:40:00+00:00,126,53,78136.86,78176.01,78208.01,39.14999999999418,5.010439375218581,0.635,0.845,0.20999999999999996,0.85,0.16,420.08,359.81,322.43,415.62,0.07728012924899663,-0.07503204848789737,1.0,1.0,0.0,,,1.0,0.14,-0.17
btc-updown-5m-1777232700,03:45-03:50,2026-04-26 19:45:01+00:00,2026-04-26 19:45:00+00:00,123,52,78208.02,78210.01,78257.09,1.9899999999906868,0.25444960759659774,0.505,0.495,-0.010000000000000009,0.5,0.51,645.92,43.68,43.68,607.82,0.8733178654292345,-0.05422703573646676,1.0,1.0,0.0,,,1.0,0.49,-0.52
btc-updown-5m-1777233000,03:50-03:55,2026-04-26 19:50:01+00:00,2026-04-26 19:50:00+00:00,126,52,78257.09,78263.09,78290.33,6.0,0.7667036941956313,0.54,0.565,0.02499999999999991,0.57,0.44,26.41,397.21,368.35,31.41,-0.8753127803219866,-0.06285953058893008,1.0,1.0,0.0,,,1.0,0.42000000000000004,-0.45
btc-updown-5m-1777233300,03:55-04:00,2026-04-26 19:55:01+00:00,2026-04-26 19:55:00+00:00,129,53,78298.0,78275.0,78258.0,-23.0,-2.937495210605635,0.525,0.315,-0.21000000000000002,0.32,0.69,579.42,31.65,31.65,579.42,0.8964112131179734,-0.08686761412224621,1.0,1.0,0.0,,,0.0,-0.33,0.30000000000000004
btc-updown-5m-1777233600,04:00-04:05,2026-04-26 20:00:02+00:00,2026-04-26 20:00:00+00:00,127,53,78258.01,78224.73,78269.75,-33.279999999998836,-4.252599829716963,0.595,0.195,-0.39999999999999997,0.2,0.81,450.63,43.12,49.3,426.63,0.8253367088607595,0.08867208680376847,1.0,1.0,0.0,,,1.0,0.79,-0.8200000000000001
btc-updown-5m-1777233900,04:05-04:10,2026-04-26 20:05:02+00:00,2026-04-26 20:05:00+00:00,126,51,,78284.46,78285.01,,,0.505,0.68,0.17500000000000004,0.69,0.33,71.79,46.24,61.4,61.49,0.21647038888418202,0.07641695721988198,1.0,1.0,0.0,,,,,
btc-updown-5m-1777234200,04:10-04:15,2026-04-26 20:10:00+00:00,2026-04-26 20:10:00+00:00,130,53,78284.17,78267.31,78211.62,-16.860000000000582,-2.153692119364692,0.505,0.525,0.020000000000000018,0.53,0.48,76.3,31.0,268.85,56.3,0.4221808014911463,-0.03391242238582359,1.0,1.0,0.0,,,0.0,-0.54,0.51
btc-updown-5m-1777234500,04:15-04:20,2026-04-26 20:15:02+00:00,2026-04-26 20:15:00+00:00,126,52,,78220.5,78196.92,,,0.545,0.44,-0.10500000000000004,0.45,0.57,157.59,123.0,123.0,5.0,0.12327595423928152,0.009854429190713422,1.0,1.0,0.0,,,,,
btc-updown-5m-1777234800,04:20-04:25,2026-04-26 20:20:02+00:00,2026-04-26 20:20:00+00:00,127,52,,78201.22,78233.98,,,0.525,0.545,0.020000000000000018,0.55,0.43,16.4,15.0,619.74,52.83,0.04458598726114645,0.025778662005801218,1.0,1.0,0.0,,,,,
btc-updown-5m-1777235100,04:25-04:30,2026-04-26 20:25:01+00:00,2026-04-26 20:25:00+00:00,128,52,78233.97,78258.25,78255.01,24.279999999998836,3.103511172959628,0.535,0.605,0.06999999999999995,0.61,0.4,45.0,38.14,38.14,45.0,0.08251142650950204,0.018907144910550417,1.0,1.0,0.0,,,1.0,0.38,-0.41000000000000003
btc-updown-5m-1777235400,04:30-04:35,2026-04-26 20:30:01+00:00,2026-04-26 20:30:00+00:00,129,52,78251.34,78321.99,78378.01,70.65000000000873,9.028599382452587,0.485,0.865,0.38,0.87,0.14,202.44,247.84,167.73,72.49,-0.10082615261614997,-0.06941135728731299,1.0,1.0,0.0,,,1.0,0.12000000000000001,-0.15000000000000002
btc-updown-5m-1777235700,04:35-04:40,2026-04-26 20:35:01+00:00,2026-04-26 20:35:00+00:00,117,44,78378.02,78349.43,78290.33,-28.59000000001106,-3.6477063339965796,0.485,0.275,-0.20999999999999996,0.28,0.73,617.42,10.63,12.0,717.94,0.9661491919433166,0.03787487772386978,1.0,1.0,0.0,,,0.0,-0.29000000000000004,0.26
btc-updown-5m-1777236000,04:40-04:45,2026-04-26 20:40:02+00:00,2026-04-26 20:40:00+00:00,120,47,,78290.33,78316.23,,,0.425,0.515,0.09000000000000002,0.52,0.52,88.2,11.34,18.46,493.2,0.7721518987341771,-0.017254851449780013,1.0,1.0,0.0,,,,,
btc-updown-5m-1777236300,04:45-04:50,2026-04-26 20:45:02+00:00,2026-04-26 20:45:00+00:00,123,50,78317.24,78374.65,78313.27,57.40999999998894,7.330442186163472,0.505,0.905,0.4,0.91,0.1,62.08,482.84,923.94,42.08,-0.7721500403728988,-0.05800612117607807,1.0,1.0,0.0,,,0.0,-0.92,0.89
btc-updown-5m-1777236600,04:50-04:55,2026-04-26 20:50:03+00:00,2026-04-26 20:50:00+00:00,120,47,,78319.83,78284.02,,,0.475,0.445,-0.02999999999999997,0.45,0.56,91.87,187.57,195.12,13.77,-0.3424706555969081,-0.01893795461149435,1.0,1.0,0.0,,,,,
btc-updown-5m-1777236900,04:55-05:00,2026-04-26 20:55:02+00:00,2026-04-26 20:55:00+00:00,121,48,78280.01,78266.03,78228.59,-13.979999999995925,-1.7858965526442734,0.485,0.335,-0.14999999999999997,0.34,0.67,280.57,1.89,60.03,312.08,0.986617574169794,0.10663612301647833,1.0,1.0,0.0,,,0.0,-0.35000000000000003,0.31999999999999995
btc-updown-5m-1777237200,05:00-05:05,2026-04-26 21:00:01+00:00,2026-04-26 21:00:00+00:00,120,47,78230.08,78224.73,78300.0,-5.350000000005821,-0.6838801647660109,0.585,0.475,-0.10999999999999999,0.48,0.53,139.67,257.11,249.38,81.67,-0.29598266041635174,-0.02309124077452333,1.0,1.0,0.0,,,1.0,0.51,-0.54
btc-updown-5m-1777237500,05:05-05:10,2026-04-26 21:05:02+00:00,2026-04-26 21:05:00+00:00,121,48,78300.0,78296.9,78280.97,-3.1000000000058208,-0.3959131545345876,0.475,0.355,-0.12,0.36,0.66,80.33,5.0,21.28,66.97,0.8828079221844604,0.003560659598166612,1.0,1.0,0.0,,,0.0,-0.37,0.32999999999999996
btc-updown-5m-1777237800,05:10-05:15,2026-04-26 21:10:02+00:00,2026-04-26 21:10:00+00:00,121,48,78280.97,78290.34,78267.91,9.369999999995343,1.1969703492426504,0.515,0.525,0.010000000000000009,0.53,0.48,1216.06,214.95,211.95,1211.06,0.6995828121396775,-0.037302603351910116,1.0,1.0,0.0,,,0.0,-0.54,0.51
btc-updown-5m-1777238100,05:15-05:20,2026-04-26 21:15:02+00:00,2026-04-26 21:15:00+00:00,120,47,,78287.59,78267.12,,,0.495,0.755,0.26,0.76,0.25,203.34,150.92,140.92,168.34,0.1479704172077006,0.04494021189121309,1.0,1.0,0.0,,,,,
btc-updown-5m-1777238400,05:20-05:25,2026-04-26 21:20:02+00:00,2026-04-26 21:20:00+00:00,121,48,78275.9,78277.21,78280.79,1.3100000000122236,0.16735674709741105,0.495,0.485,-0.010000000000000009,0.49,0.52,140.93,201.3,201.3,160.93,-0.17640183502323,-0.005502919412363284,1.0,1.0,0.0,,,1.0,0.5,-0.53
btc-updown-5m-1777238700,05:25-05:30,2026-04-26 21:25:03+00:00,2026-04-26 21:25:00+00:00,120,48,,78288.92,78218.71,,,0.585,0.565,-0.020000000000000018,0.57,0.44,116.76,152.3,165.3,113.25,-0.13208949676652051,0.03803524567905671,1.0,1.0,0.0,,,,,
btc-updown-5m-1777239000,05:30-05:35,2026-04-26 21:30:01+00:00,2026-04-26 21:30:00+00:00,120,48,78218.71,78109.93,78034.8,-108.78000000001339,-13.907158530230602,0.52,0.035,-0.485,0.04,0.97,314.15,2025.1,2108.42,314.15,-0.7314096398418296,0.0008165563172671983,1.0,1.0,0.0,,,0.0,-0.05,0.020000000000000025
btc-updown-5m-1777239300,05:35-05:40,2026-04-26 21:35:01+00:00,2026-04-26 21:35:00+00:00,119,47,78066.0,78042.05,78064.1,-23.94999999999709,-3.0679168908355865,0.535,0.495,-0.040000000000000036,0.5,0.51,497.41,3.17,3.17,481.72,0.9873346917575612,-0.0797781729689255,1.0,1.0,0.0,,,0.0,-0.51,0.48
btc-updown-5m-1777239600,05:40-05:45,2026-04-26 21:40:01+00:00,2026-04-26 21:40:00+00:00,121,49,78064.1,78048.23,78021.68,-15.870000000009895,-2.032944721070235,0.605,0.315,-0.29,0.32,0.69,64.0,79.01,89.01,64.0,-0.10495769526606535,0.12638398534143347,1.0,1.0,0.0,,,0.0,-0.33,0.30000000000000004
btc-updown-5m-1777239900,05:45-05:50,2026-04-26 21:45:02+00:00,2026-04-26 21:45:00+00:00,120,49,78021.71,77949.19,77980.3,-72.52000000000407,-9.294848831178408,0.535,0.205,-0.33000000000000007,0.21,0.8,33.99,430.76,384.79,33.99,-0.8537278106508875,0.06031687954918294,1.0,1.0,0.0,,,0.0,-0.22,0.18999999999999995
btc-updown-5m-1777240200,05:50-05:55,2026-04-26 21:50:02+00:00,2026-04-26 21:50:00+00:00,120,50,77982.0,77952.48,78385.0,-29.520000000004075,-3.7854889589910585,0.575,0.325,-0.24999999999999994,0.33,0.67,32.0,158.7,125.42,104.72,-0.664394336654431,0.01600401563744156,1.0,1.0,0.0,,,1.0,0.6599999999999999,-0.68
btc-updown-5m-1777240500,05:55-06:00,2026-04-26 21:55:01+00:00,2026-04-26 21:55:00+00:00,120,49,78570.44,78562.56,78437.96,-7.880000000004657,-1.002921709488283,0.57,0.725,0.15500000000000003,0.73,0.28,121.0,27.51,68.42,238.1,0.62951989764999,-0.09148638178776851,1.0,1.0,0.0,,,0.0,-0.74,0.71
btc-updown-5m-1777240800,06:00-06:05,2026-04-26 22:00:02+00:00,2026-04-26 22:00:00+00:00,118,48,78378.88,78607.05,78428.07,228.16999999999825,29.111158516171482,0.405,0.775,0.37,0.78,0.23,331.67,210.03,153.53,255.1,0.22455233524090826,-0.13737548950038106,1.0,1.0,0.0,,,1.0,0.20999999999999996,-0.24000000000000002
btc-updown-5m-1777241100,06:05-06:10,2026-04-26 22:05:02+00:00,2026-04-26 22:05:00+00:00,120,49,78444.47,78479.34,78559.28,34.86999999999534,4.4451826878294085,0.5,0.655,0.15500000000000003,0.66,0.35,76.97,499.98,563.28,76.97,-0.7331831181211542,-0.17295173026372265,1.0,1.0,0.0,,,1.0,0.32999999999999996,-0.36
btc-updown-5m-1777241400,06:10-06:15,2026-04-26 22:10:03+00:00,2026-04-26 22:10:00+00:00,120,50,,78539.6,78588.82,,,0.375,0.4,0.025000000000000022,0.41,0.58,124.5,15.0,1130.63,98.82,0.7849462365591398,0.05250600960253382,1.0,1.0,0.0,,,,,
btc-updown-5m-1777241700,06:15-06:20,2026-04-26 22:15:02+00:00,2026-04-26 22:15:00+00:00,122,50,,78771.21,78763.94,,,0.475,0.925,0.45000000000000007,0.93,0.08,242.2,302.7,241.7,215.13,-0.11102954670581759,-0.05239547832993941,1.0,1.0,0.0,,,,,
btc-updown-5m-1777242000,06:20-06:25,2026-04-26 22:20:02+00:00,2026-04-26 22:20:00+00:00,120,50,78763.95,78744.54,78697.05,-19.410000000003492,-2.464325367125886,0.465,0.415,-0.050000000000000044,0.42,0.59,245.16,604.13,166.53,199.77,-0.4226707014094126,-0.047072049883809246,1.0,1.0,0.0,,,0.0,-0.43,0.4
btc-updown-5m-1777242300,06:25-06:30,2026-04-26 22:25:00+00:00,2026-04-26 22:25:00+00:00,121,49,78690.19,78694.4,78546.16,4.209999999991851,0.5350095100789375,0.485,0.495,0.010000000000000009,0.5,0.51,388.84,84.1,84.1,366.84,0.6443523491351969,-0.016313831766262502,1.0,1.0,0.0,,,0.0,-0.51,0.48
btc-updown-5m-1777242600,06:30-06:35,2026-04-26 22:30:03+00:00,2026-04-26 22:30:00+00:00,120,49,,78499.81,78078.0,,,0.435,0.255,-0.18,0.26,0.75,273.59,31.12,43.09,257.09,0.795740212004857,0.14212210535612618,1.0,1.0,0.0,,,,,
btc-updown-5m-1777242900,06:35-06:40,2026-04-26 22:35:02+00:00,2026-04-26 22:35:00+00:00,119,48,,78190.0,78191.15,,,0.62,0.875,0.255,0.88,0.13,200.07,215.84,64.84,125.23,-0.03791685701233442,-0.08506677329264845,1.0,1.0,0.0,,,,,
btc-updown-5m-1777243200,06:40-06:45,2026-04-26 22:40:01+00:00,2026-04-26 22:40:00+00:00,121,50,78193.0,78254.23,78300.72,61.229999999995925,7.830624224674322,0.53,0.795,0.265,0.8,0.21,282.86,375.68,483.97,277.61,-0.1409481580465879,-0.05617574206073899,1.0,1.0,0.0,,,1.0,0.18999999999999995,-0.22
btc-updown-5m-1777243500,06:45-06:50,2026-04-26 22:45:02+00:00,2026-04-26 22:45:00+00:00,120,49,,78360.53,78418.24,,,0.465,0.775,0.31,0.78,0.24,862.53,77.66,52.42,15.0,0.8347993490677417,-0.12247684761224849,1.0,1.0,0.0,,,,,
btc-updown-5m-1777243800,06:50-06:55,2026-04-26 22:50:01+00:00,2026-04-26 22:50:00+00:00,120,50,78418.24,78370.03,78382.15,-48.2100000000064,-6.147804388367605,0.475,0.235,-0.24,0.24,0.77,122.88,97.91,123.67,117.88,0.11309389012183522,0.0225083472080205,1.0,1.0,0.0,,,0.0,-0.25,0.21999999999999997
btc-updown-5m-1777244100,06:55-07:00,2026-04-26 22:55:00+00:00,2026-04-26 22:55:00+00:00,122,50,78382.15,78364.74,78335.01,-17.40999999998894,-2.2211689778844983,0.515,0.405,-0.10999999999999999,0.41,0.6,305.32,41.33,41.33,309.13,0.7615462281840474,0.08573880036797596,1.0,1.0,0.0,,,0.0,-0.42,0.39
btc-updown-5m-1777244400,07:00-07:05,2026-04-26 23:00:01+00:00,2026-04-26 23:00:00+00:00,122,50,78333.24,78332.31,78338.11,-0.930000000007567,-0.11872354571412684,0.45,0.505,0.05499999999999999,0.51,0.5,356.48,599.11,331.32,220.28,-0.25390596385479125,-0.008789516535160977,1.0,1.0,0.0,,,1.0,0.48,-0.51
btc-updown-5m-1777244700,07:05-07:10,2026-04-26 23:05:02+00:00,2026-04-26 23:05:00+00:00,120,49,,78385.97,78337.99,,,0.515,0.745,0.22999999999999998,0.75,0.26,520.42,249.0,55.0,474.42,0.352759221231577,0.006006472985743042,1.0,1.0,0.0,,,,,
btc-updown-5m-1777245000,07:10-07:15,2026-04-26 23:10:02+00:00,2026-04-26 23:10:00+00:00,121,50,78337.99,78367.37,78372.32,29.379999999990105,3.7504153476480697,0.525,0.695,0.16999999999999993,0.7,0.31,282.83,158.92,163.92,264.83,0.2804980192416525,0.03139028723581767,1.0,1.0,0.0,,,1.0,0.29000000000000004,-0.32
btc-updown-5m-1777245300,07:15-07:20,2026-04-26 23:15:03+00:00,2026-04-26 23:15:00+00:00,120,50,,78365.0,78305.32,,,0.495,0.435,-0.06,0.45,0.59,112.93,159.5,8.0,66.26,-0.1709429945307051,0.0779676202766924,1.0,1.0,0.0,,,,,
btc-updown-5m-1777245600,07:20-07:25,2026-04-26 23:20:00+00:00,2026-04-26 23:20:00+00:00,122,49,78306.5,78386.46,78414.96,79.9600000000064,10.211157439038445,0.515,0.895,0.38,0.9,0.11,279.82,65.0,55.0,249.82,0.6229917058175279,-0.034485832432298566,1.0,1.0,0.0,,,1.0,0.08999999999999998,-0.12
btc-updown-5m-1777245900,07:25-07:30,2026-04-26 23:25:02+00:00,2026-04-26 23:25:00+00:00,120,49,,78439.25,78182.45,,,0.475,0.665,0.19000000000000006,0.67,0.34,455.12,5.0,89.13,360.12,0.9782665391636964,-0.01623252336512536,1.0,1.0,0.0,,,,,
btc-updown-5m-1777246200,07:30-07:35,2026-04-26 23:30:00+00:00,2026-04-26 23:30:00+00:00,121,49,78172.25,78270.64,78356.97,98.38999999999942,12.586307801041857,0.525,0.825,0.29999999999999993,0.83,0.18,55.0,330.17,361.17,43.53,-0.7144118181582159,-0.1717339606641143,1.0,1.0,0.0,,,1.0,0.16000000000000003,-0.19
btc-updown-5m-1777246500,07:35-07:40,2026-04-26 23:35:07+00:00,2026-04-26 23:35:00+00:00,117,48,,78349.36,78444.69,,,0.465,0.44,-0.025000000000000022,0.45,0.56,145.89,376.07,438.33,97.96,-0.4409916468694919,0.07946513029360124,1.0,1.0,0.0,,,,,
btc-updown-5m-1777246800,07:40-07:45,2026-04-26 23:40:01+00:00,2026-04-26 23:40:00+00:00,118,47,78460.88,78609.61,78621.0,148.72999999999593,18.95594339497542,0.495,0.905,0.41000000000000003,0.91,0.1,555.81,58.1,148.62,372.01,0.8107214412536039,-0.0005106932316795795,1.0,1.0,0.0,,,1.0,0.07999999999999997,-0.11
btc-updown-5m-1777247100,07:45-07:50,2026-04-26 23:45:01+00:00,2026-04-26 23:45:00+00:00,119,47,78618.01,78630.58,78779.04,12.570000000006985,1.5988702843034295,0.465,0.525,0.06,0.53,0.52,1473.94,75.0,122.73,15.0,0.9031595800999394,0.017826138971663,1.0,1.0,0.0,,,1.0,0.45999999999999996,-0.53
btc-updown-5m-1777247400,07:50-07:55,2026-04-26 23:50:02+00:00,2026-04-26 23:50:00+00:00,118,47,78779.03,78769.2,78677.35,-9.830000000001746,-1.2477939878165225,0.435,0.465,0.030000000000000027,0.47,0.54,85.74,444.51,342.2,73.02,-0.6766053748231966,0.08231784758269887,1.0,1.0,0.0,,,0.0,-0.48,0.44999999999999996
btc-updown-5m-1777247700,07:55-08:00,2026-04-26 23:55:01+00:00,2026-04-26 23:55:00+00:00,119,47,78677.35,78672.27,78665.92,-5.080000000001746,-0.6456750259130163,0.505,0.45,-0.05499999999999999,0.48,0.58,88.0,8316.82,8316.82,88.0,-0.9790596348285865,0.01778191635908564,1.0,1.0,0.0,,,0.0,-0.49,0.41000000000000003
btc-updown-5m-1777248000,08:00-08:05,2026-04-27 00:00:02+00:00,2026-04-27 00:00:00+00:00,119,47,78676.0,78772.03,78818.6,96.02999999999884,12.205755249377043,0.5,0.885,0.385,0.89,0.12,293.24,11.15,6.15,29.18,0.9267387233483362,0.014826495084291954,1.0,1.0,0.0,,,1.0,0.09999999999999999,-0.13
btc-updown-5m-1777248300,08:05-08:10,2026-04-27 00:05:02+00:00,2026-04-27 00:05:00+00:00,118,46,78824.34,78806.09,78739.68,-18.25,-2.3152746981452683,0.485,0.435,-0.04999999999999999,0.44,0.57,151.3,320.24,595.89,139.34,-0.3582728930737583,0.027145271325568394,1.0,1.0,0.0,,,0.0,-0.45,0.42000000000000004
btc-updown-5m-1777248600,08:10-08:15,2026-04-27 00:10:03+00:00,2026-04-27 00:10:00+00:00,118,47,,78624.61,78601.01,,,0.535,0.095,-0.44000000000000006,0.1,0.91,376.79,190.83,190.83,371.79,0.3276135442725767,-0.019198856972196147,1.0,1.0,0.0,,,,,
btc-updown-5m-1777248900,08:15-08:20,2026-04-27 00:15:01+00:00,2026-04-27 00:15:00+00:00,119,48,78595.36,78605.32,78581.04,9.960000000006403,1.2672503822116727,0.495,0.505,0.010000000000000009,0.51,0.5,12911.08,349.68,349.68,12911.08,0.947260941303515,-0.022419640633339188,1.0,1.0,0.0,,,0.0,-0.52,0.49
btc-updown-5m-1777249200,08:20-08:25,2026-04-27 00:20:01+00:00,2026-04-27 00:20:00+00:00,120,49,78631.43,78634.66,78563.24,3.2300000000104774,0.41077721720315624,0.515,0.535,0.020000000000000018,0.54,0.47,95.33,153.43,177.44,55.23,-0.23355844991156138,0.044292830459312524,1.0,1.0,0.0,,,0.0,-0.55,0.52
btc-updown-5m-1777249500,08:25-08:30,2026-04-27 00:25:00+00:00,2026-04-27 00:25:00+00:00,118,46,78563.63,78526.2,78499.08,-37.43000000000757,-4.764291059362654,0.515,0.325,-0.19,0.33,0.69,422.45,272.8,76.57,314.37,0.21524631427544047,0.04794651492848655,1.0,1.0,0.0,,,0.0,-0.34,0.30000000000000004
btc-updown-5m-1777249800,08:30-08:35,2026-04-27 00:30:01+00:00,2026-04-27 00:30:00+00:00,119,47,78499.08,78470.7,78501.76,-28.380000000004657,-3.6153289949391323,0.505,0.385,-0.12,0.39,0.62,262.26,180.2,147.2,95.96,0.18546309270894545,0.11839400735046883,1.0,1.0,0.0,,,1.0,0.6,-0.63
btc-updown-5m-1777250100,08:35-08:40,2026-04-27 00:35:02+00:00,2026-04-27 00:35:00+00:00,117,46,78493.68,78545.67,78682.4,51.99000000000524,6.62346318837456,0.425,0.705,0.27999999999999997,0.71,0.29,25.0,68.86,170.8,67.85,-0.46729171105902406,0.0023320107295983173,1.0,1.0,0.0,,,1.0,0.28,-0.3
btc-updown-5m-1777250400,08:40-08:45,2026-04-27 00:40:02+00:00,2026-04-27 00:40:00+00:00,119,48,78682.4,78830.0,78833.11,147.60000000000582,18.75896007239304,0.5,0.955,0.45499999999999996,0.96,0.05,725.49,855.77,859.45,708.28,-0.0823899927905594,-0.047787765881933834,1.0,1.0,0.0,,,1.0,0.030000000000000034,-0.060000000000000005
